,car_id,date,customer_name,gender,annual_income,dealer_name,company,model,engine,transmission,color,price,dealer_zip_code,body_style,phone,dealer_region
4888,C_CND_004889,2022-08-24,Charlotte,Female,13500,Hatfield Volkswagen,Mercedes-B,Sl-Class,Overhead Camshaft,Manual,Black,38001,99301-3882,Suv,7415224,Pasco
4889,C_CND_004890,2022-08-24,Eloise,Male,13500,New Castle Ford Lincoln Mercury,Acura,Tl,Overhead Camshaft,Manual,Black,21000,60504-7114,Hatchback,7457101,Aurora
4890,C_CND_004891,2022-08-24,Angie,Male,577000,Capitol Kia,Ford,Focus,Overhead Camshaft,Manual,Black,49000,38701-8047,Hardtop,7538449,Greenville
4891,C_CND_004892,2022-08-24,Emerson,Male,1565000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Audi,A6,Overhead Camshaft,Manual,Black,15500,99301-3882,Suv,6347372,Pasco
4892,C_CND_004893,2022-08-24,Emilia,Male,640000,Progressive Shippers Cooperative Association No,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17000,53546-9427,Sedan,6411316,Janesville
4893,C_CND_004894,2022-08-24,Emily,Male,13500,Suburban Ford,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16001,53546-9427,Hardtop,7000827,Janesville
4894,C_CND_004895,2022-08-24,Emma,Male,1270000,Race Car Help,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26000,78758-7841,Sedan,6140850,Austin
4895,C_CND_004896,2022-08-24,Emma,Female,900000,Tri-State Mack Inc,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,69001,85257-3102,Hardtop,6560783,Austin
4896,C_CND_004897,2022-08-24,Estelle,Male,1137500,Saab-Belle Dodge,Ford,Windstar,Doubleã Overhead Camshaft,Auto,Red,31750,60504-7114,Sedan,8594170,Aurora
4897,C_CND_004898,2022-08-24,Ester,Female,1625000,Scrivener Performance Engineering,Mercury,Sable,Doubleã Overhead Camshaft,Auto,Red,39500,38701-8047,Sedan,6208227,Greenville
4898,C_CND_004899,2022-08-24,Esther,Male,1415000,Star Enterprises Inc,Toyota,Land Cruiser,Doubleã Overhead Camshaft,Auto,Black,21500,99301-3882,Suv,8103558,Pasco
4899,C_CND_004900,2022-08-24,Esty,Male,1560000,Suburban Ford,Buick,Park Avenue,Doubleã Overhead Camshaft,Auto,Pale White,62000,53546-9427,Hatchback,6678378,Janesville
4900,C_CND_004901,2022-08-24,Ethan,Female,700000,U-Haul Co,Dodge,Ram Pickup,Doubleã Overhead Camshaft,Auto,Red,57001,78758-7841,Hardtop,7346714,Austin
4901,C_CND_004902,2022-08-24,Eva,Male,530000,U-Haul Co,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18000,78758-7841,Suv,7216694,Austin
4902,C_CND_004903,2022-08-24,Jariel,Male,2210000,Rabun Used Car Sales,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16001,85257-3102,Hardtop,6244509,Austin
4903,C_CND_004904,2022-08-24,Jacqueline,Male,1506000,Pars Auto Sales,Ford,Mustang,Overhead Camshaft,Manual,Black,22600,38701-8047,Hatchback,6952563,Greenville
4904,C_CND_004905,2022-08-24,Jane,Male,1150000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,99301-3882,Sedan,6912010,Pasco
4905,C_CND_004906,2022-08-24,Jasmine,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,21000,53546-9427,Sedan,6605461,Janesville
4906,C_CND_004907,2022-08-24,Jenna,Male,363000,Rabun Used Car Sales,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,85257-3102,Suv,6736993,Scottsdale
4907,C_CND_004908,2022-08-24,Jessica,Male,1360000,Race Car Help,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Hatchback,8939455,Austin
4908,C_CND_004909,2022-08-24,Jordyn,Female,841000,Ryder Truck Rental And Leasing,Oldsmobile,Silhouette,Doubleã Overhead Camshaft,Auto,Black,60001,06457-3834,Sedan,7319912,Middletown
4909,C_CND_004910,2022-08-24,Josephine,Female,897500,Saab-Belle Dodge,Plymouth,Neon,Doubleã Overhead Camshaft,Auto,Pale White,27501,60504-7114,Suv,6809750,Aurora
4910,C_CND_004911,2022-08-24,Joyce,Female,810000,Scrivener Performance Engineering,Honda,Accord,Doubleã Overhead Camshaft,Auto,Pale White,21000,38701-8047,Sedan,8889480,Greenville
4911,C_CND_004912,2022-08-24,Julia,Male,13500,Star Enterprises Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,99301-3882,Passenger,8469376,Pasco
4912,C_CND_004913,2022-08-24,Juliana,Female,1270000,Suburban Ford,Volkswagen,Jetta,Doubleã Overhead Camshaft,Auto,Black,22000,53546-9427,Passenger,8206869,Janesville
4913,C_CND_004914,2022-08-24,Julianna,Male,640000,Tri-State Mack Inc,Dodge,Stratus,Overhead Camshaft,Manual,Red,37000,85257-3102,Hatchback,8971653,Scottsdale
4914,C_CND_004915,2022-08-24,Julie,Male,13500,U-Haul Co,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,13000,78758-7841,Suv,7804515,Austin
4915,C_CND_004916,2022-08-24,Juliet,Male,13500,Progressive Shippers Cooperative Association No,Dodge,Durango,Doubleã Overhead Camshaft,Auto,Black,24000,53546-9427,Suv,6907552,Janesville
4916,C_CND_004917,2022-08-24,Juliette,Male,850000,Rabun Used Car Sales,Volkswagen,Passat,Doubleã Overhead Camshaft,Auto,Black,9000,85257-3102,Hatchback,7221578,Scottsdale
4917,C_CND_004918,2022-08-24,Pedro,Male,13500,Progressive Shippers Cooperative Association No,Ford,Focus,Overhead Camshaft,Manual,Red,24000,53546-9427,Hardtop,6959283,Janesville
4918,C_CND_004919,2022-08-24,Clement,Male,1600000,Progressive Shippers Cooperative Association No,Volkswagen,Cabrio,Doubleã Overhead Camshaft,Auto,Black,16000,53546-9427,Sedan,7947017,Janesville
4919,C_CND_004920,2022-08-24,Damien,Female,1230000,Rabun Used Car Sales,Lincoln,Town Car,Doubleã Overhead Camshaft,Auto,Pale White,18000,85257-3102,Hatchback,8165604,Scottsdale
4920,C_CND_004921,2022-08-24,Swann,Male,1055000,Race Car Help,Ford,Explorer,Doubleã Overhead Camshaft,Auto,Black,22500,78758-7841,Hatchback,7286292,Austin
4921,C_CND_004922,2022-08-24,Lucie,Male,850000,Ryder Truck Rental And Leasing,Honda,Accord,Doubleã Overhead Camshaft,Auto,Pale White,21000,06457-3834,Sedan,7917472,Middletown
4922,C_CND_004923,2022-08-24,Elise,Female,511500,Saab-Belle Dodge,Ford,Taurus,Overhead Camshaft,Manual,Red,22500,60504-7114,Suv,8590270,Aurora
4923,C_CND_004924,2022-08-24,Romain,Female,13500,Scrivener Performance Engineering,Chevrolet,Metro,Doubleã Overhead Camshaft,Auto,Pale White,19000,38701-8047,Passenger,8554133,Greenville
4924,C_CND_004925,2022-08-24,Lucas,Male,13500,Star Enterprises Inc,Toyota,Camry,Doubleã Overhead Camshaft,Auto,Red,31000,99301-3882,Hatchback,6586490,Pasco
4925,C_CND_004926,2022-08-24,Audrey,Male,13500,Suburban Ford,Mercury,Sable,Overhead Camshaft,Manual,Red,61000,53546-9427,Sedan,8535093,Janesville
4926,C_CND_004927,2022-08-24,Maxime,Male,13500,Tri-State Mack Inc,Lincoln,Town Car,Doubleã Overhead Camshaft,Auto,Black,26000,85257-3102,Hatchback,7017895,Scottsdale
4927,C_CND_004928,2022-08-24,Louis-Marie,Male,942000,U-Haul Co,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,26000,78758-7841,Suv,8119763,Austin
4928,C_CND_004929,2022-08-24,Andrea,Male,945000,Buddy Storbeck'S Diesel Service Inc,Chrysler,Lhs,Doubleã Overhead Camshaft,Auto,Pale White,21000,06457-3834,Hatchback,6862920,Middletown
4929,C_CND_004930,2022-08-24,Manon,Female,510000,C & M Motors Inc,Mercedes-B,S-Class,Doubleã Overhead Camshaft,Auto,Black,39000,60504-7114,Suv,6811988,Aurora
4930,C_CND_004931,2022-08-24,Raymond,Female,1231000,Star Enterprises Inc,Mitsubishi,Montero Sport,Doubleã Overhead Camshaft,Auto,Red,39100,99301-3882,Hardtop,6561273,Pasco
4931,C_CND_004932,2022-08-24,Avery,Male,520000,Progressive Shippers Cooperative Association No,Ford,Windstar,Doubleã Overhead Camshaft,Auto,Red,31000,53546-9427,Sedan,6106516,Middletown
4932,C_CND_004933,2022-08-24,Keller,Male,600000,Diehl Motor Co Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21000,06457-3834,Hardtop,8081564,Austin
4933,C_CND_004934,2022-08-24,Baptiste,Female,775000,Enterprise Rent A Car,Chevrolet,Prizm,Doubleã Overhead Camshaft,Auto,Red,15000,60504-7114,Hardtop,7737352,Middletown
4934,C_CND_004935,2022-08-24,Bonnie,Male,13500,Ryder Truck Rental And Leasing,Mercury,Mystique,Doubleã Overhead Camshaft,Auto,Black,9000,06457-3834,Passenger,8220358,Pasco
4935,C_CND_004936,2022-08-24,Brianna,Female,2800000,Saab-Belle Dodge,Ford,Explorer,Doubleã Overhead Camshaft,Auto,Red,41000,60504-7114,Hatchback,7953306,Janesville
4936,C_CND_004937,2022-08-24,Sarah,Male,1140000,Iceberg Rentals,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,53546-9427,Hardtop,6592854,Pasco
4937,C_CND_004938,2022-08-24,Kellian,Female,13500,Mckinney Dodge Chrysler Jeep,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,85257-3102,Hardtop,6122610,Janesville
4938,C_CND_004939,2022-08-24,Cecilia,Male,2700000,Suburban Ford,Lexus,Ls400,Overhead Camshaft,Manual,Black,69000,53546-9427,Sedan,7679056,Middletown
4939,C_CND_004940,2022-08-24,Charlotte,Male,1116000,Tri-State Mack Inc,Volvo,C70,Overhead Camshaft,Manual,Red,82600,85257-3102,Hatchback,6928747,Aurora
4940,C_CND_004941,2022-08-24,Chelsea,Male,1573000,U-Haul Co,Saturn,Lw,Overhead Camshaft,Manual,Red,49300,78758-7841,Hatchback,6865998,Greenville
4941,C_CND_004942,2022-08-24,Angele,Female,453000,Rabun Used Car Sales,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,85257-3102,Hardtop,7383272,Janesville
4942,C_CND_004943,2022-08-24,Christina,Male,1316000,Rabun Used Car Sales,Cadillac,Catera,Doubleã Overhead Camshaft,Auto,Pale White,75600,85257-3102,Hatchback,8579946,Janesville
4943,C_CND_004944,2022-08-24,Christine,Male,1617000,Race Car Help,Mitsubishi,3000Gt,Doubleã Overhead Camshaft,Auto,Red,19700,78758-7841,Sedan,6710472,Scottsdale
4944,C_CND_004945,2022-08-24,Cindy,Male,950000,Ryder Truck Rental And Leasing,Dodge,Ram Van,Doubleã Overhead Camshaft,Auto,Red,31000,06457-3834,Hatchback,8389810,Austin
4945,C_CND_004946,2022-08-25,Chloe,Female,1810000,Iceberg Rentals,Plymouth,Breeze,Doubleã Overhead Camshaft,Auto,Pale White,22000,53546-9427,Suv,8605463,Janesville
4946,C_CND_004947,2022-08-25,Christina,Male,1100000,Mckinney Dodge Chrysler Jeep,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17000,85257-3102,Hatchback,7952345,Scottsdale
4947,C_CND_004948,2022-08-25,Christine,Male,3020000,Motor Vehicle Branch Office,Volkswagen,Beetle,Doubleã Overhead Camshaft,Auto,Red,45000,78758-7841,Suv,6117871,Austin
4948,C_CND_004949,2022-08-25,Christy,Female,13500,Nebo Chevrolet,Lincoln,Town Car,Doubleã Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,7864730,Middletown
4949,C_CND_004950,2022-08-25,Cindy,Male,2950000,New Castle Ford Lincoln Mercury,Bmw,323I,Overhead Camshaft,Manual,Red,21000,60504-7114,Hatchback,7159865,Aurora
4950,C_CND_004951,2022-08-25,Eve,Male,876000,Rabun Used Car Sales,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26000,85257-3102,Sedan,8352588,Scottsdale
4951,C_CND_004952,2022-08-25,Evelyn,Male,802000,Progressive Shippers Cooperative Association No,Mercedes-B,S-Class,Doubleã Overhead Camshaft,Auto,Pale White,10000,53546-9427,Suv,6970307,Janesville
4952,C_CND_004953,2022-08-25,Lenny,Male,2100000,Buddy Storbeck'S Diesel Service Inc,Mercedes-B,M-Class,Doubleã Overhead Camshaft,Auto,Black,18001,06457-3834,Hardtop,8000021,Middletown
4953,C_CND_004954,2022-08-25,Faigy,Male,736000,Race Car Help,Porsche,Carrera Cabrio,Doubleã Overhead Camshaft,Auto,Pale White,20000,78758-7841,Passenger,8512861,Austin
4954,C_CND_004955,2022-08-25,Faith,Male,755000,Ryder Truck Rental And Leasing,Oldsmobile,Aurora,Doubleã Overhead Camshaft,Auto,Red,24000,06457-3834,Passenger,8103165,Middletown
4955,C_CND_004956,2022-08-25,Kaitlyn,Male,13500,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,78758-7841,Suv,8838972,Austin
4956,C_CND_004957,2022-08-25,Kate,Male,13500,Ryder Truck Rental And Leasing,Chevrolet,Metro,Doubleã Overhead Camshaft,Auto,Pale White,19000,06457-3834,Passenger,6870986,Middletown
4957,C_CND_004958,2022-08-25,Katherine,Male,784000,Saab-Belle Dodge,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,60504-7114,Hatchback,7985094,Aurora
4958,C_CND_004959,2022-08-25,Kathryn,Male,13500,Scrivener Performance Engineering,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,38701-8047,Suv,7933401,Greenville
4959,C_CND_004960,2022-08-25,Kayla,Female,655000,Star Enterprises Inc,Dodge,Ram Van,Doubleã Overhead Camshaft,Auto,Black,60000,99301-3882,Hatchback,8132314,Pasco
4960,C_CND_004961,2022-08-25,Axel,Male,1609000,Chrysler Of Tri-Cities,Chrysler,300M,Doubleã Overhead Camshaft,Auto,Red,16900,99301-3882,Suv,6201000,Pasco
4961,C_CND_004962,2022-08-25,Fantine,Male,805000,Chrysler Plymouth,Mercedes-B,Slk230,Overhead Camshaft,Manual,Red,71000,53546-9427,Hatchback,7780111,Janesville
4962,C_CND_004963,2022-08-25,Enzo,Male,1755000,Classic Chevy,Lexus,Lx470,Overhead Camshaft,Manual,Pale White,54500,85257-3102,Suv,7544665,Scottsdale
4963,C_CND_004964,2022-08-25,Benoit,Male,600000,Clay Johnson Auto Sales,Ford,Crown Victoria,Doubleã Overhead Camshaft,Auto,Red,29000,78758-7841,Passenger,6383659,Austin
4964,C_CND_004965,2022-08-25,Remi,Male,688500,Diehl Motor Co Inc,Oldsmobile,Aurora,Doubleã Overhead Camshaft,Auto,Red,24500,06457-3834,Passenger,6813705,Middletown
4965,C_CND_004966,2022-08-25,Claire,Male,1525000,Saab-Belle Dodge,Mercury,Grand Marquis,Overhead Camshaft,Manual,Black,49500,60504-7114,Suv,7496422,Janesville
4966,C_CND_004967,2022-08-25,Connie,Male,1330000,Scrivener Performance Engineering,Volvo,C70,Doubleã Overhead Camshaft,Auto,Black,18000,38701-8047,Hatchback,7610773,Scottsdale
4967,C_CND_004968,2022-08-25,Crystal,Female,999000,Star Enterprises Inc,Audi,A6,Overhead Camshaft,Manual,Black,85000,99301-3882,Suv,6132756,Austin
4968,C_CND_004969,2022-08-25,Cynthia,Male,850000,Suburban Ford,Dodge,Dakota,Overhead Camshaft,Manual,Red,12000,53546-9427,Sedan,6146245,Middletown
4969,C_CND_004970,2022-08-25,Daphne,Male,1228000,Tri-State Mack Inc,Lexus,Lx470,Doubleã Overhead Camshaft,Auto,Pale White,15800,85257-3102,Suv,7388335,Aurora
4970,C_CND_004971,2022-08-27,Claire,Male,2450000,Pars Auto Sales,Saturn,Lw,Doubleã Overhead Camshaft,Auto,Pale White,18000,38701-8047,Hatchback,6284229,Greenville
4971,C_CND_004972,2022-08-27,Cynthia,Male,1912000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Pontiac,Grand Prix,Doubleã Overhead Camshaft,Auto,Red,19200,99301-3882,Passenger,6391368,Pasco
4972,C_CND_004973,2022-08-27,Daisy,Female,13500,Progressive Shippers Cooperative Association No,Mercedes-B,C-Class,Doubleã Overhead Camshaft,Auto,Black,14000,53546-9427,Hatchback,6719904,Janesville
4973,C_CND_004974,2022-08-27,Diya,Male,730000,Rabun Used Car Sales,Ford,Contour,Doubleã Overhead Camshaft,Auto,Red,19000,85257-3102,Sedan,7839345,Scottsdale
4974,C_CND_004975,2022-08-27,Eileen,Female,1530000,Race Car Help,Saab,3-Sep,Doubleã Overhead Camshaft,Auto,Red,69000,78758-7841,Sedan,7995122,Austin
4975,C_CND_004976,2022-08-27,Fatima,Male,13500,Saab-Belle Dodge,Lexus,Ls400,Overhead Camshaft,Manual,Pale White,54000,60504-7114,Sedan,8238871,Aurora
4976,C_CND_004977,2022-08-27,Ari,Male,1345000,Gartner Buick Hyundai Saab,Volvo,S70,Doubleã Overhead Camshaft,Auto,Pale White,20501,38701-8047,Hardtop,6156810,Greenville
4977,C_CND_004978,2022-08-27,Frady,Male,650000,Star Enterprises Inc,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14000,99301-3882,Suv,6517486,Pasco
4978,C_CND_004979,2022-08-27,Fraidy,Female,686000,Suburban Ford,Acura,Rl,Doubleã Overhead Camshaft,Auto,Black,24000,53546-9427,Suv,8527059,Janesville
4979,C_CND_004980,2022-08-27,Frances,Male,1335000,Tri-State Mack Inc,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22500,85257-3102,Sedan,6002690,Scottsdale
4980,C_CND_004981,2022-08-27,Kaylee,Male,680000,Suburban Ford,Mercedes-B,Sl-Class,Overhead Camshaft,Manual,Red,17000,53546-9427,Suv,6945955,Janesville
4981,C_CND_004982,2022-08-27,Kira,Male,1221000,Tri-State Mack Inc,Pontiac,Grand Prix,Doubleã Overhead Camshaft,Auto,Red,69100,85257-3102,Passenger,7041023,Scottsdale
4982,C_CND_004983,2022-08-27,Kylie,Male,807000,U-Haul Co,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Sedan,8902083,Austin
4983,C_CND_004984,2022-08-27,Laila,Male,790000,Buddy Storbeck'S Diesel Service Inc,Chrysler,300M,Doubleã Overhead Camshaft,Auto,Black,26000,06457-3834,Suv,6978712,Middletown
4984,C_CND_004985,2022-08-27,Lara,Male,955000,C & M Motors Inc,Dodge,Caravan,Doubleã Overhead Camshaft,Auto,Black,23000,60504-7114,Suv,6919612,Aurora
4985,C_CND_004986,2022-08-27,Matheo,Male,500000,Enterprise Rent A Car,Plymouth,Voyager,Doubleã Overhead Camshaft,Auto,Pale White,22000,60504-7114,Passenger,7029055,Aurora
4986,C_CND_004987,2022-08-27,Ricardo,Male,1500000,Suburban Ford,Mercedes-B,M-Class,Overhead Camshaft,Manual,Red,25000,53546-9427,Hardtop,8367170,Janesville
4987,C_CND_004988,2022-08-27,Richard,Male,13500,Tri-State Mack Inc,Nissan,Pathfinder,Doubleã Overhead Camshaft,Auto,Pale White,46000,85257-3102,Hardtop,6323802,Austin
4988,C_CND_004989,2022-08-27,Quentin,Male,2000000,Iceberg Rentals,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54000,53546-9427,Passenger,8415618,Janesville
4989,C_CND_004990,2022-08-27,Matteo,Male,570000,Mckinney Dodge Chrysler Jeep,Chrysler,Lhs,Doubleã Overhead Camshaft,Auto,Black,26000,85257-3102,Hatchback,8594680,Scottsdale
4990,C_CND_004991,2022-08-27,Diya,Male,608500,U-Haul Co,Mercedes-B,S-Class,Doubleã Overhead Camshaft,Auto,Black,39500,78758-7841,Suv,8896308,Greenville
4991,C_CND_004992,2022-08-27,Doris,Male,879000,Buddy Storbeck'S Diesel Service Inc,Lexus,Ls400,Doubleã Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,6554672,Pasco
4992,C_CND_004993,2022-08-27,Eleonore,Male,3275000,Tri-State Mack Inc,Mercedes-B,Sl-Class,Overhead Camshaft,Manual,Black,38500,85257-3102,Hardtop,7912195,Janesville
4993,C_CND_004994,2022-08-27,Elaine,Male,1425000,Capitol Kia,Dodge,Viper,Doubleã Overhead Camshaft,Auto,Red,41500,38701-8047,Suv,6219509,Scottsdale
4994,C_CND_004995,2022-08-27,Eleanor,Male,13500,Chrysler Of Tri-Cities,Volkswagen,Jetta,Doubleã Overhead Camshaft,Auto,Black,22000,99301-3882,Passenger,7591136,Austin
4995,C_CND_004996,2022-08-28,Elaine,Male,13500,Ryder Truck Rental And Leasing,Ford,Expedition,Doubleã Overhead Camshaft,Auto,Black,26000,06457-3834,Suv,6599483,Middletown
4996,C_CND_004997,2022-08-28,Elena,Female,3900000,Saab-Belle Dodge,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,60504-7114,Hatchback,7664667,Aurora
4997,C_CND_004998,2022-08-28,Elina,Male,1500000,Scrivener Performance Engineering,Saturn,Ls,Doubleã Overhead Camshaft,Auto,Red,24000,38701-8047,Sedan,7050688,Greenville
4998,C_CND_004999,2022-08-28,Elizabeth,Male,1850000,Star Enterprises Inc,Pontiac,Grand Am,Doubleã Overhead Camshaft,Auto,Pale White,12000,99301-3882,Suv,6236154,Pasco
4999,C_CND_005000,2022-08-28,Ella,Male,13500,Suburban Ford,Mercury,Villager,Doubleã Overhead Camshaft,Auto,Black,16000,53546-9427,Passenger,7500618,Janesville
5000,C_CND_005001,2022-08-28,Emily,Male,1700000,Tri-State Mack Inc,Mitsubishi,3000Gt,Overhead Camshaft,Manual,Red,24000,85257-3102,Sedan,7052234,Scottsdale
5001,C_CND_005002,2022-08-28,Emma,Female,1010000,U-Haul Co,Ford,Focus,Overhead Camshaft,Manual,Red,17000,78758-7841,Suv,7432138,Austin
5002,C_CND_005003,2022-08-28,Erica,Male,1315000,Progressive Shippers Cooperative Association No,Mercedes-B,E-Class,Doubleã Overhead Camshaft,Auto,Pale White,31500,53546-9427,Sedan,6844402,Janesville
5003,C_CND_005004,2022-08-28,Erika,Male,1500000,Rabun Used Car Sales,Volkswagen,Cabrio,Doubleã Overhead Camshaft,Auto,Black,16000,85257-3102,Sedan,6841991,Scottsdale
5004,C_CND_005005,2022-08-28,Erin,Male,3230000,Race Car Help,Ford,Contour,Doubleã Overhead Camshaft,Auto,Pale White,62000,78758-7841,Sedan,6699010,Austin
5005,C_CND_005006,2022-08-28,Francesca,Male,13500,U-Haul Co,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21000,78758-7841,Suv,6427807,Austin
5006,C_CND_005007,2022-08-28,Frimet,Male,13500,Buddy Storbeck'S Diesel Service Inc,Volkswagen,Passat,Doubleã Overhead Camshaft,Auto,Red,13000,06457-3834,Hatchback,6774610,Middletown
5007,C_CND_005008,2022-08-28,Austin,Male,1054000,Gartner Buick Hyundai Saab,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21400,38701-8047,Hardtop,6374630,Greenville
5008,C_CND_005009,2022-08-28,Avery,Male,625000,Hatfield Volkswagen,Chevrolet,Prizm,Doubleã Overhead Camshaft,Auto,Red,15000,99301-3882,Hardtop,7331513,Pasco
5009,C_CND_005010,2022-08-28,Ayden,Female,13500,Motor Vehicle Branch Office,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,78758-7841,Hardtop,6759584,Austin
5010,C_CND_005011,2022-08-28,Gemma,Male,545000,Chrysler Plymouth,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,53546-9427,Suv,7242938,Janesville
5011,C_CND_005012,2022-08-28,Genevieve,Female,3000000,Classic Chevy,Dodge,Durango,Doubleã Overhead Camshaft,Auto,Pale White,10000,85257-3102,Suv,7291163,Scottsdale
5012,C_CND_005013,2022-08-28,Benjamin,Male,630000,Nebo Chevrolet,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,06457-3834,Hardtop,7297962,Middletown
5013,C_CND_005014,2022-08-28,Gia,Male,13500,Diehl Motor Co Inc,Dodge,Ram Van,Doubleã Overhead Camshaft,Auto,Black,60000,06457-3834,Hatchback,6876410,Middletown
5014,C_CND_005015,2022-08-28,Giada,Male,698000,Enterprise Rent A Car,Oldsmobile,Aurora,Doubleã Overhead Camshaft,Auto,Red,24000,60504-7114,Passenger,8448134,Aurora
5015,C_CND_005016,2022-08-28,Laura,Female,480000,Capitol Kia,Buick,Park Avenue,Doubleã Overhead Camshaft,Auto,Red,12000,38701-8047,Hatchback,8452683,Greenville
5016,C_CND_005017,2022-08-28,Lauren,Male,675000,Chrysler Of Tri-Cities,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,99301-3882,Suv,7967539,Pasco
5017,C_CND_005018,2022-08-28,Layla,Male,13500,Chrysler Plymouth,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,53546-9427,Passenger,6270158,Janesville
5018,C_CND_005019,2022-08-28,Lea,Female,1300000,Classic Chevy,Acura,Tl,Doubleã Overhead Camshaft,Auto,Black,23000,85257-3102,Hatchback,8187476,Scottsdale
5019,C_CND_005020,2022-08-28,Leah,Male,1010000,Clay Johnson Auto Sales,Subaru,Forester,Overhead Camshaft,Manual,Red,26000,78758-7841,Suv,6293615,Austin
5020,C_CND_005021,2022-08-28,Leila,Male,1202000,Diehl Motor Co Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36200,06457-3834,Hatchback,8524058,Middletown
5021,C_CND_005022,2022-08-28,Lena,Male,1370000,Enterprise Rent A Car,Saturn,Sw,Doubleã Overhead Camshaft,Auto,Red,25000,60504-7114,Passenger,7119623,Aurora
5022,C_CND_005023,2022-08-28,Leora,Male,550000,Gartner Buick Hyundai Saab,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18000,38701-8047,Hatchback,8031725,Greenville
5023,C_CND_005024,2022-08-28,Lia,Male,1000000,Hatfield Volkswagen,Dodge,Caravan,Doubleã Overhead Camshaft,Auto,Pale White,38000,99301-3882,Suv,8157371,Pasco
5024,C_CND_005025,2022-08-28,Liana,Male,935500,Iceberg Rentals,Bmw,328I,Overhead Camshaft,Manual,Black,69500,53546-9427,Sedan,7166535,Janesville
5025,C_CND_005026,2022-08-28,Aurelien,Male,790000,Motor Vehicle Branch Office,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,78758-7841,Passenger,6952203,Austin
5026,C_CND_005027,2022-08-28,Constance,Male,1035000,Nebo Chevrolet,Honda,Civic,Overhead Camshaft,Manual,Black,43500,06457-3834,Hatchback,7097674,Middletown
5027,C_CND_005028,2022-08-28,Riley,Male,3200000,U-Haul Co,Toyota,Tacoma,Overhead Camshaft,Manual,Black,36000,78758-7841,Hardtop,7608648,Austin
5028,C_CND_005029,2022-08-28,Coline,Male,817000,Pars Auto Sales,Acura,Tl,Doubleã Overhead Camshaft,Auto,Black,28000,38701-8047,Hatchback,6716168,Greenville
5029,C_CND_005030,2022-08-28,Thibault,Male,495000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Passenger,8080521,Pasco
5030,C_CND_005031,2022-08-28,Pierre Jean,Male,960000,Progressive Shippers Cooperative Association No,Lexus,Ls400,Doubleã Overhead Camshaft,Auto,Black,22000,53546-9427,Sedan,6948804,Janesville
5031,C_CND_005032,2022-08-28,Lenny,Male,621000,Rabun Used Car Sales,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Passenger,6980775,Scottsdale
5032,C_CND_005033,2022-08-28,Clara,Male,594000,Race Car Help,Chevrolet,Camaro,Doubleã Overhead Camshaft,Auto,Black,41000,78758-7841,Sedan,7490644,Austin
